Experiment,Treatment,Time_of_the_day,Body_mass,Tracking_session,ID,Stream_mesocosm,Movement,Habitat_Use

Exp_2_Stream_Mesocosms,GH,21,3.56,1,A3C20D,1,NA,NA

Exp_2_Stream_Mesocosms,GH,21,3.53,1,A3A49B,1,1,Open

Exp_2_Stream_Mesocosms,GH,21,3.26,1,A391F7,1,3,Boulder

Exp_2_Stream_Mesocosms,GH,21,4.88,1,A384A3,1,10,Open

Exp_2_Stream_Mesocosms,GH,21,3.6,1,A3E46F,1,1,Boulder

Exp_2_Stream_Mesocosms,GH,21,3.65,1,A3A4C6,1,0,Open

Exp_2_Stream_Mesocosms,Sham,21,7.35,1,A3CB48,2,15,Boulder

Exp_2_Stream_Mesocosms,Sham,21,6.94,1,A39BFE,2,11,Boulder

Exp_2_Stream_Mesocosms,Sham,21,7.48,1,A38E59,2,1,Open

Exp_2_Stream_Mesocosms,Sham,21,6.69,1,A3CEBD,2,5,Open

Exp_2_Stream_Mesocosms,GH,21,5.15,1,A39E67,3,NA,NA

Exp_2_Stream_Mesocosms,GH,21,5.1,1,A3CFCC,3,NA,NA

Exp_2_Stream_Mesocosms,GH,21,5.18,1,A3F324,3,NA,NA

Exp_2_Stream_Mesocosms,GH,21,5.13,1,A3F0AB,3,NA,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.1,1,A39556,3,2,Open

Exp_2_Stream_Mesocosms,GH,21,5.23,1,A3C8F5,3,3,Open

Exp_2_Stream_Mesocosms,Sham,21,2.97,1,A383C5,4,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,3.17,1,A3F4DF,4,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,21,3.22,1,A39350,4,13,Open

Exp_2_Stream_Mesocosms,Sham,21,3.09,1,A3F0EF,4,2,Boulder

Exp_2_Stream_Mesocosms,Sham,21,3.07,1,A39589,4,1,Open

Exp_2_Stream_Mesocosms,Sham,21,2.92,1,A38DF1,4,5,Open

Exp_2_Stream_Mesocosms,GH,21,4.13,1,A394EE,5,1,Open

Exp_2_Stream_Mesocosms,GH,21,3.92,1,A3E404,5,11,Boulder

Exp_2_Stream_Mesocosms,GH,21,4.1,1,A384D8,5,12,Boulder

Exp_2_Stream_Mesocosms,GH,21,4.11,1,A393C2,5,1,Open

Exp_2_Stream_Mesocosms,GH,21,3.95,1,9F8BCB,5,7,Open

Exp_2_Stream_Mesocosms,GH,21,3.96,1,A3F38A,5,6,Open

Exp_2_Stream_Mesocosms,GH,21,6.79,1,A388BA,6,NA,NA

Exp_2_Stream_Mesocosms,GH,21,6.46,1,A3F4C1,6,NA,NA

Exp_2_Stream_Mesocosms,GH,21,6.51,1,A3EBA7,6,NA,Boulder

Exp_2_Stream_Mesocosms,GH,21,6.87,1,A3E3D7,6,13,Boulder

Exp_2_Stream_Mesocosms,GH,21,6.94,1,A3F738,6,3,Open

Exp_2_Stream_Mesocosms,GH,21,6.54,1,A2EB3B,6,7,Open

Exp_2_Stream_Mesocosms,Sham,21,6.46,1,9FF6BF,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,6.3,1,A3F7ED,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,6.27,1,A3FB93,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,5.99,1,A34BEA,7,2,Open

Exp_2_Stream_Mesocosms,Sham,21,6.66,1,A391D0,7,10,Open

Exp_2_Stream_Mesocosms,Sham,21,6.2,1,A39379,7,NA,Open

Exp_2_Stream_Mesocosms,Sham,21,3.44,1,A3F746,8,1,Open

Exp_2_Stream_Mesocosms,Sham,21,3.46,1,A3AD91,8,NA,Open

Exp_2_Stream_Mesocosms,Sham,21,3.35,1,A3E0AC,8,6,Open

Exp_2_Stream_Mesocosms,Sham,21,3.52,1,A34629,8,4,Boulder

Exp_2_Stream_Mesocosms,Sham,21,3.42,1,A3A62F,8,2,Open

Exp_2_Stream_Mesocosms,Sham,21,3.32,1,A3C575,8,2,Open

Exp_2_Stream_Mesocosms,GH,21,5.52,1,9FFE68,9,NA,NA

Exp_2_Stream_Mesocosms,GH,21,5.39,1,A3E81B,9,NA,NA

Exp_2_Stream_Mesocosms,GH,21,5.56,1,A38B84,9,NA,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.52,1,A39293,9,1,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.42,1,A3AB61,9,3,Open

Exp_2_Stream_Mesocosms,GH,21,5.32,1,A33EC7,9,14,Boulder

Exp_2_Stream_Mesocosms,GH,21,NA,1,A3893B,9,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,3.55,1,A3A5DF,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,3.59,1,A3A882,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,3.73,1,A3ABCF,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,4.08,1,A3CEEA,10,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,21,3.95,1,3A8470,10,1,Boulder

Exp_2_Stream_Mesocosms,Sham,21,3.83,1,A3EB94,10,3,Open

Exp_2_Stream_Mesocosms,GH,21,4.78,1,A3834F,11,NA,NA

Exp_2_Stream_Mesocosms,GH,21,5.07,1,A3C5D1,11,NA,NA

Exp_2_Stream_Mesocosms,GH,21,4.83,1,A3E707,11,NA,NA

Exp_2_Stream_Mesocosms,GH,21,5.03,1,A3F224,11,NA,Open

Exp_2_Stream_Mesocosms,GH,21,5.06,1,A3C4BB,11,5,Open

Exp_2_Stream_Mesocosms,GH,21,4.5,1,A3A637,11,4,Open

Exp_2_Stream_Mesocosms,Sham,21,4.25,1,A3CB6A,12,2,Open

Exp_2_Stream_Mesocosms,Sham,21,4.09,1,A3F0DC,12,4,Open

Exp_2_Stream_Mesocosms,Sham,21,4.25,1,A3904D,12,1,Boulder

Exp_2_Stream_Mesocosms,Sham,21,4.08,1,A382E5,12,NA,Open

Exp_2_Stream_Mesocosms,Sham,21,4.08,1,A3930D,12,9,Open

Exp_2_Stream_Mesocosms,Sham,21,4.18,1,A3663F,12,2,Open

Exp_2_Stream_Mesocosms,GH,21,5.79,1,A3AD08,13,NA,NA

Exp_2_Stream_Mesocosms,GH,21,5.58,1,A3B8AC,13,NA,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.64,1,A389AF,13,5,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.64,1,A3CABB,13,10,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.58,1,A3EAD5,13,10,Open

Exp_2_Stream_Mesocosms,GH,21,5.78,1,A40086,13,6,Open

Exp_2_Stream_Mesocosms,GH,21,5.85,1,A3A82D,14,NA,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.81,1,A3F81D,14,NA,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.84,1,A3A5B8,14,9,Boulder

Exp_2_Stream_Mesocosms,GH,21,5.98,1,A3CF44,14,1,Boulder

Exp_2_Stream_Mesocosms,GH,21,6.43,1,A382B0,14,4,Boulder

Exp_2_Stream_Mesocosms,GH,21,6.43,1,A3AAC0,14,11,Open

Exp_2_Stream_Mesocosms,Sham,21,5.84,1,A388C9,15,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,5.75,1,A3ED7D,15,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,21,5.97,1,A3836A,15,NA,Open

Exp_2_Stream_Mesocosms,Sham,21,5.88,1,A3E009,15,NA,Open

Exp_2_Stream_Mesocosms,Sham,21,5.63,1,A3E8FE,15,1,Open

Exp_2_Stream_Mesocosms,GH,21,7.47,1,A3AB89,16,4,Boulder

Exp_2_Stream_Mesocosms,GH,21,7.02,1,A3F841,16,0,Boulder

Exp_2_Stream_Mesocosms,GH,21,8.23,1,A34594,16,1,Open

Exp_2_Stream_Mesocosms,GH,21,7.33,1,A3F83C,16,0,Open

Exp_2_Stream_Mesocosms,GH,21,7.34,1,A3AB9B,16,7,Open

Exp_2_Stream_Mesocosms,GH,21,8.27,1,A39056,16,12,Open

Exp_2_Stream_Mesocosms,Sham,21,4.46,1,A344F0,17,2,Boulder

Exp_2_Stream_Mesocosms,Sham,21,4.32,1,A3EF29,17,0,Boulder

Exp_2_Stream_Mesocosms,Sham,21,4.27,1,A3F44C,17,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,21,4.5,1,A395C9,17,13,Open

Exp_2_Stream_Mesocosms,Sham,21,5.15,1,A3884B,17,NA,Open

Exp_2_Stream_Mesocosms,Sham,21,5.36,1,A3DB4D,18,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,5.21,1,A3F370,18,NA,NA

Exp_2_Stream_Mesocosms,Sham,21,5.36,1,A3CB86,18,6,Boulder

Exp_2_Stream_Mesocosms,Sham,21,5.14,1,A39BE3,18,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,21,5.27,1,A3C7F3,18,12,Boulder

Exp_2_Stream_Mesocosms,Sham,21,5.55,1,A38AD4,18,NA,Boulder

Exp_2_Stream_Mesocosms,GH,21,4.26,1,A3CC9C,19,NA,NA

Exp_2_Stream_Mesocosms,GH,21,4.42,1,A3EA10,19,NA,Open

Exp_2_Stream_Mesocosms,GH,21,4.18,1,A3D0CD,19,1,Boulder

Exp_2_Stream_Mesocosms,GH,21,4.48,1,A39860,19,10,Open

Exp_2_Stream_Mesocosms,GH,21,4.17,1,A3E010,19,NA,Open

Exp_2_Stream_Mesocosms,GH,21,4.37,1,A3932F,19,6,Open

Exp_2_Stream_Mesocosms,Sham,21,4.97,1,A2EF7A,20,3,Open

Exp_2_Stream_Mesocosms,Sham,21,5.02,1,A39AA5,20,4,Open

Exp_2_Stream_Mesocosms,Sham,21,5.12,1,A3ABC1,20,4,Open

Exp_2_Stream_Mesocosms,Sham,21,4.78,1,A3EFD5,20,0,Boulder

Exp_2_Stream_Mesocosms,Sham,21,4.68,1,A3A160,20,7,Boulder

Exp_2_Stream_Mesocosms,Sham,21,4.88,1,9F967F,20,1,Open

Exp_2_Stream_Mesocosms,GH,24,3.65,1,A3A4C6,1,5,Open

Exp_2_Stream_Mesocosms,GH,24,3.6,1,A3E46F,1,3,Open

Exp_2_Stream_Mesocosms,GH,24,3.26,1,A391F7,1,4,Open

Exp_2_Stream_Mesocosms,GH,24,3.53,1,A3A49B,1,1,Boulder

Exp_2_Stream_Mesocosms,GH,24,3.56,1,A3C20D,1,2,Open

Exp_2_Stream_Mesocosms,GH,24,4.88,1,A384A3,1,2,Open

Exp_2_Stream_Mesocosms,Sham,24,6.69,1,A3CEBD,2,NA,Open

Exp_2_Stream_Mesocosms,Sham,24,6.94,1,A39BFE,2,NA,Open

Exp_2_Stream_Mesocosms,Sham,24,7.48,1,A38E59,2,7,Boulder

Exp_2_Stream_Mesocosms,Sham,24,7.35,1,A3CB48,2,8,Open

Exp_2_Stream_Mesocosms,GH,24,5.13,1,A3F0AB,3,NA,NA

Exp_2_Stream_Mesocosms,GH,24,5.1,1,A3CFCC,3,NA,Boulder

Exp_2_Stream_Mesocosms,GH,24,5.18,1,A3F324,3,NA,Boulder

Exp_2_Stream_Mesocosms,GH,24,5.15,1,A39E67,3,5,Boulder

Exp_2_Stream_Mesocosms,GH,24,5.1,1,A39556,3,1,Open

Exp_2_Stream_Mesocosms,GH,24,5.23,1,A3C8F5,3,3,Open

Exp_2_Stream_Mesocosms,Sham,24,3.17,1,A3F4DF,4,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,3.09,1,A3F0EF,4,3,Boulder

Exp_2_Stream_Mesocosms,Sham,24,3.07,1,A39589,4,2,Boulder

Exp_2_Stream_Mesocosms,Sham,24,2.92,1,A38DF1,4,4,Open

Exp_2_Stream_Mesocosms,Sham,24,3.22,1,A39350,4,5,Open

Exp_2_Stream_Mesocosms,Sham,24,2.97,1,A383C5,4,NA,Open

Exp_2_Stream_Mesocosms,GH,24,3.95,1,9F8BCB,5,10,Open

Exp_2_Stream_Mesocosms,GH,24,4.1,1,A384D8,5,1,Open

Exp_2_Stream_Mesocosms,GH,24,4.13,1,A394EE,5,1,Boulder

Exp_2_Stream_Mesocosms,GH,24,3.96,1,A3F38A,5,1,Boulder

Exp_2_Stream_Mesocosms,GH,24,4.11,1,A393C2,5,5,Open

Exp_2_Stream_Mesocosms,GH,24,3.92,1,A3E404,5,2,Open

Exp_2_Stream_Mesocosms,GH,24,6.79,1,A388BA,6,NA,NA

Exp_2_Stream_Mesocosms,GH,24,6.51,1,A3EBA7,6,NA,NA

Exp_2_Stream_Mesocosms,GH,24,6.46,1,A3F4C1,6,NA,NA

Exp_2_Stream_Mesocosms,GH,24,6.94,1,A3F738,6,1,Boulder

Exp_2_Stream_Mesocosms,GH,24,6.54,1,A2EB3B,6,NA,Open

Exp_2_Stream_Mesocosms,GH,24,6.87,1,A3E3D7,6,0,Open

Exp_2_Stream_Mesocosms,Sham,24,6.2,1,A39379,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,6.3,1,A3F7ED,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,6.27,1,A3FB93,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,5.99,1,A34BEA,7,0,Open

Exp_2_Stream_Mesocosms,Sham,24,6.46,1,9FF6BF,7,1,Open

Exp_2_Stream_Mesocosms,Sham,24,6.66,1,A391D0,7,9,Open

Exp_2_Stream_Mesocosms,Sham,24,3.46,1,A3AD91,8,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,3.52,1,A34629,8,10,Open

Exp_2_Stream_Mesocosms,Sham,24,3.32,1,A3C575,8,4,Open

Exp_2_Stream_Mesocosms,Sham,24,3.35,1,A3E0AC,8,3,Open

Exp_2_Stream_Mesocosms,Sham,24,3.44,1,A3F746,8,2,Boulder

Exp_2_Stream_Mesocosms,Sham,24,3.42,1,A3A62F,8,12,Open

Exp_2_Stream_Mesocosms,GH,24,5.56,1,A38B84,9,NA,NA

Exp_2_Stream_Mesocosms,GH,24,5.39,1,A3E81B,9,3,Boulder

Exp_2_Stream_Mesocosms,GH,24,5.52,1,A39293,9,8,Open

Exp_2_Stream_Mesocosms,GH,24,5.42,1,A3AB61,9,13,Boulder

Exp_2_Stream_Mesocosms,GH,24,5.52,1,9FFE68,9,7,Boulder

Exp_2_Stream_Mesocosms,GH,24,5.32,1,A33EC7,9,8,Open

Exp_2_Stream_Mesocosms,GH,24,NA,1,A3893B,9,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,4.08,1,A3CEEA,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,3.95,1,3A8470,10,2,Open

Exp_2_Stream_Mesocosms,Sham,24,3.73,1,A3ABCF,10,5,Open

Exp_2_Stream_Mesocosms,Sham,24,3.83,1,A3EB94,10,0,Boulder

Exp_2_Stream_Mesocosms,Sham,24,3.59,1,A3A882,10,1,Boulder

Exp_2_Stream_Mesocosms,Sham,24,3.55,1,A3A5DF,10,3,Open

Exp_2_Stream_Mesocosms,GH,24,5.07,1,A3C5D1,11,NA,NA

Exp_2_Stream_Mesocosms,GH,24,4.83,1,A3E707,11,NA,NA

Exp_2_Stream_Mesocosms,GH,24,5.03,1,A3F224,11,NA,NA

Exp_2_Stream_Mesocosms,GH,24,4.78,1,A3834F,11,1,Open

Exp_2_Stream_Mesocosms,GH,24,5.06,1,A3C4BB,11,4,Boulder

Exp_2_Stream_Mesocosms,GH,24,4.5,1,A3A637,11,0,Open

Exp_2_Stream_Mesocosms,Sham,24,4.08,1,A382E5,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,4.25,1,A3CB6A,12,0,Open

Exp_2_Stream_Mesocosms,Sham,24,4.25,1,A3904D,12,NA,Open

Exp_2_Stream_Mesocosms,Sham,24,4.09,1,A3F0DC,12,3,Open

Exp_2_Stream_Mesocosms,Sham,24,4.08,1,A3930D,12,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,24,4.18,1,A3663F,12,2,Open

Exp_2_Stream_Mesocosms,GH,24,5.58,1,A3B8AC,13,NA,NA

Exp_2_Stream_Mesocosms,GH,24,5.58,1,A3EAD5,13,4,Boulder

Exp_2_Stream_Mesocosms,GH,24,5.64,1,A389AF,13,1,Open

Exp_2_Stream_Mesocosms,GH,24,5.78,1,A40086,13,2,Open

Exp_2_Stream_Mesocosms,GH,24,5.79,1,A3AD08,13,7,Open

Exp_2_Stream_Mesocosms,GH,24,5.64,1,A3CABB,13,13,Open

Exp_2_Stream_Mesocosms,GH,24,5.85,1,A3A82D,14,NA,NA

Exp_2_Stream_Mesocosms,GH,24,5.81,1,A3F81D,14,NA,NA

Exp_2_Stream_Mesocosms,GH,24,6.43,1,A382B0,14,NA,Open

Exp_2_Stream_Mesocosms,GH,24,6.43,1,A3AAC0,14,NA,Open

Exp_2_Stream_Mesocosms,GH,24,5.98,1,A3CF44,14,NA,Open

Exp_2_Stream_Mesocosms,GH,24,5.84,1,A3A5B8,14,14,Open

Exp_2_Stream_Mesocosms,Sham,24,5.97,1,A3836A,15,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,5.88,1,A3E009,15,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,5.75,1,A3ED7D,15,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,5.84,1,A388C9,15,2,Open

Exp_2_Stream_Mesocosms,Sham,24,5.63,1,A3E8FE,15,NA,Open

Exp_2_Stream_Mesocosms,GH,24,7.02,1,A3F841,16,NA,Boulder

Exp_2_Stream_Mesocosms,GH,24,8.23,1,A34594,16,1,Boulder

Exp_2_Stream_Mesocosms,GH,24,8.27,1,A39056,16,0,Open

Exp_2_Stream_Mesocosms,GH,24,7.47,1,A3AB89,16,NA,Open

Exp_2_Stream_Mesocosms,GH,24,7.34,1,A3AB9B,16,3,Boulder

Exp_2_Stream_Mesocosms,GH,24,7.33,1,A3F83C,16,NA,Open

Exp_2_Stream_Mesocosms,Sham,24,5.15,1,A3884B,17,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,4.27,1,A3F44C,17,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,4.46,1,A344F0,17,0,Boulder

Exp_2_Stream_Mesocosms,Sham,24,4.32,1,A3EF29,17,14,Boulder

Exp_2_Stream_Mesocosms,Sham,24,4.5,1,A395C9,17,6,Open

Exp_2_Stream_Mesocosms,Sham,24,5.55,1,A38AD4,18,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,5.14,1,A39BE3,18,NA,NA

Exp_2_Stream_Mesocosms,Sham,24,5.36,1,A3DB4D,18,6,Boulder

Exp_2_Stream_Mesocosms,Sham,24,5.36,1,A3CB86,18,2,Boulder

Exp_2_Stream_Mesocosms,Sham,24,5.21,1,A3F370,18,5,Open

Exp_2_Stream_Mesocosms,Sham,24,5.27,1,A3C7F3,18,8,Open

Exp_2_Stream_Mesocosms,GH,24,4.17,1,A3E010,19,NA,NA

Exp_2_Stream_Mesocosms,GH,24,4.42,1,A3EA10,19,NA,NA

Exp_2_Stream_Mesocosms,GH,24,4.37,1,A3932F,19,1,Boulder

Exp_2_Stream_Mesocosms,GH,24,4.26,1,A3CC9C,19,13,Boulder

Exp_2_Stream_Mesocosms,GH,24,4.18,1,A3D0CD,19,2,Open

Exp_2_Stream_Mesocosms,GH,24,4.48,1,A39860,19,0,Open

Exp_2_Stream_Mesocosms,Sham,24,5.02,1,A39AA5,20,1,Open

Exp_2_Stream_Mesocosms,Sham,24,4.68,1,A3A160,20,NA,Open

Exp_2_Stream_Mesocosms,Sham,24,4.97,1,A2EF7A,20,14,Boulder

Exp_2_Stream_Mesocosms,Sham,24,4.78,1,A3EFD5,20,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,24,5.12,1,A3ABC1,20,8,Open

Exp_2_Stream_Mesocosms,Sham,24,4.88,1,9F967F,20,2,Open

Exp_2_Stream_Mesocosms,GH,3,3.53,1,A3A49B,1,14,Open

Exp_2_Stream_Mesocosms,GH,3,3.56,1,A3C20D,1,4,Boulder

Exp_2_Stream_Mesocosms,GH,3,3.26,1,A391F7,1,0,Open

Exp_2_Stream_Mesocosms,GH,3,3.6,1,A3E46F,1,NA,Open

Exp_2_Stream_Mesocosms,GH,3,3.65,1,A3A4C6,1,NA,Boulder

Exp_2_Stream_Mesocosms,GH,3,4.88,1,A384A3,1,13,Open

Exp_2_Stream_Mesocosms,Sham,3,6.69,1,A3CEBD,2,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,6.94,1,A39BFE,2,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,7.35,1,A3CB48,2,6,Open

Exp_2_Stream_Mesocosms,Sham,3,7.48,1,A38E59,2,1,Open

Exp_2_Stream_Mesocosms,GH,3,5.1,1,A3CFCC,3,NA,NA

Exp_2_Stream_Mesocosms,GH,3,5.18,1,A3F324,3,NA,NA

Exp_2_Stream_Mesocosms,GH,3,5.13,1,A3F0AB,3,NA,Boulder

Exp_2_Stream_Mesocosms,GH,3,5.15,1,A39E67,3,10,Open

Exp_2_Stream_Mesocosms,GH,3,5.1,1,A39556,3,0,Open

Exp_2_Stream_Mesocosms,GH,3,5.23,1,A3C8F5,3,10,Open

Exp_2_Stream_Mesocosms,Sham,3,2.97,1,A383C5,4,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,3.17,1,A3F4DF,4,0,Open

Exp_2_Stream_Mesocosms,Sham,3,3.09,1,A3F0EF,4,3,Open

Exp_2_Stream_Mesocosms,Sham,3,3.07,1,A39589,4,3,Open

Exp_2_Stream_Mesocosms,Sham,3,2.92,1,A38DF1,4,3,Boulder

Exp_2_Stream_Mesocosms,Sham,3,3.22,1,A39350,4,NA,Open

Exp_2_Stream_Mesocosms,GH,3,4.1,1,A384D8,5,7,Open

Exp_2_Stream_Mesocosms,GH,3,3.92,1,A3E404,5,6,Open

Exp_2_Stream_Mesocosms,GH,3,4.13,1,A394EE,5,0,Open

Exp_2_Stream_Mesocosms,GH,3,3.96,1,A3F38A,5,0,Open

Exp_2_Stream_Mesocosms,GH,3,3.95,1,9F8BCB,5,NA,Open

Exp_2_Stream_Mesocosms,GH,3,4.11,1,A393C2,5,1,Open

Exp_2_Stream_Mesocosms,GH,3,6.54,1,A2EB3B,6,NA,NA

Exp_2_Stream_Mesocosms,GH,3,6.79,1,A388BA,6,NA,NA

Exp_2_Stream_Mesocosms,GH,3,6.46,1,A3F4C1,6,NA,NA

Exp_2_Stream_Mesocosms,GH,3,6.51,1,A3EBA7,6,1,Boulder

Exp_2_Stream_Mesocosms,GH,3,6.94,1,A3F738,6,2,Open

Exp_2_Stream_Mesocosms,GH,3,6.87,1,A3E3D7,6,NA,Open

Exp_2_Stream_Mesocosms,Sham,3,6.2,1,A39379,7,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,5.99,1,A34BEA,7,9,Open

Exp_2_Stream_Mesocosms,Sham,3,6.27,1,A3FB93,7,NA,Open

Exp_2_Stream_Mesocosms,Sham,3,6.66,1,A391D0,7,9,Boulder

Exp_2_Stream_Mesocosms,Sham,3,6.46,1,9FF6BF,7,NA,Open

Exp_2_Stream_Mesocosms,Sham,3,6.3,1,A3F7ED,7,1,Open

Exp_2_Stream_Mesocosms,Sham,3,3.46,1,A3AD91,8,2,Boulder

Exp_2_Stream_Mesocosms,Sham,3,3.44,1,A3F746,8,1,Boulder

Exp_2_Stream_Mesocosms,Sham,3,3.42,1,A3A62F,8,1,Open

Exp_2_Stream_Mesocosms,Sham,3,3.52,1,A34629,8,7,Boulder

Exp_2_Stream_Mesocosms,Sham,3,3.32,1,A3C575,8,3,Boulder

Exp_2_Stream_Mesocosms,Sham,3,3.35,1,A3E0AC,8,6,Open

Exp_2_Stream_Mesocosms,GH,3,5.56,1,A38B84,9,NA,NA

Exp_2_Stream_Mesocosms,GH,3,5.52,1,9FFE68,9,0,Open

Exp_2_Stream_Mesocosms,GH,3,5.39,1,A3E81B,9,4,Open

Exp_2_Stream_Mesocosms,GH,3,5.32,1,A33EC7,9,7,Boulder

Exp_2_Stream_Mesocosms,GH,3,5.52,1,A39293,9,7,Open

Exp_2_Stream_Mesocosms,GH,3,5.42,1,A3AB61,9,9,Open

Exp_2_Stream_Mesocosms,GH,3,NA,1,A3893B,9,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,4.08,1,A3CEEA,10,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,3.55,1,A3A5DF,10,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,3,3.83,1,A3EB94,10,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,3,3.95,1,3A8470,10,NA,Open

Exp_2_Stream_Mesocosms,Sham,3,3.59,1,A3A882,10,1,Open

Exp_2_Stream_Mesocosms,Sham,3,3.73,1,A3ABCF,10,2,Boulder

Exp_2_Stream_Mesocosms,GH,3,5.07,1,A3C5D1,11,NA,NA

Exp_2_Stream_Mesocosms,GH,3,4.83,1,A3E707,11,NA,NA

Exp_2_Stream_Mesocosms,GH,3,4.78,1,A3834F,11,2,Boulder

Exp_2_Stream_Mesocosms,GH,3,5.06,1,A3C4BB,11,1,Boulder

Exp_2_Stream_Mesocosms,GH,3,5.03,1,A3F224,11,NA,Open

Exp_2_Stream_Mesocosms,GH,3,4.5,1,A3A637,11,NA,Open

Exp_2_Stream_Mesocosms,Sham,3,4.25,1,A3904D,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,4.08,1,A3930D,12,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,4.25,1,A3CB6A,12,1,Open

Exp_2_Stream_Mesocosms,Sham,3,4.08,1,A382E5,12,3,Open

Exp_2_Stream_Mesocosms,Sham,3,4.09,1,A3F0DC,12,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,3,4.18,1,A3663F,12,3,Boulder

Exp_2_Stream_Mesocosms,GH,3,5.58,1,A3B8AC,13,NA,NA

Exp_2_Stream_Mesocosms,GH,3,5.64,1,A389AF,13,1,Boulder

Exp_2_Stream_Mesocosms,GH,3,5.79,1,A3AD08,13,NA,Open

Exp_2_Stream_Mesocosms,GH,3,5.64,1,A3CABB,13,5,Open

Exp_2_Stream_Mesocosms,GH,3,5.58,1,A3EAD5,13,4,Open

Exp_2_Stream_Mesocosms,GH,3,5.78,1,A40086,13,6,Boulder

Exp_2_Stream_Mesocosms,GH,3,6.43,1,A382B0,14,NA,NA

Exp_2_Stream_Mesocosms,GH,3,5.85,1,A3A82D,14,NA,NA

Exp_2_Stream_Mesocosms,GH,3,6.43,1,A3AAC0,14,NA,NA

Exp_2_Stream_Mesocosms,GH,3,5.98,1,A3CF44,14,NA,NA

Exp_2_Stream_Mesocosms,GH,3,5.84,1,A3A5B8,14,8,Open

Exp_2_Stream_Mesocosms,GH,3,5.81,1,A3F81D,14,4,Boulder

Exp_2_Stream_Mesocosms,Sham,3,5.63,1,A3E8FE,15,NA,NA

Exp_2_Stream_Mesocosms,Sham,3,5.97,1,A3836A,15,0,Boulder

Exp_2_Stream_Mesocosms,Sham,3,5.88,1,A3E009,15,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,3,5.75,1,A3ED7D,15,NA,Boulder

Exp_2_Stream_Mesocosms,Sham,3,5.84,1,A388C9,15,2,Open

